staffel_id,verband,gebiet,ligastufe,spielklasse,staffel,mannschaften,spiele_gesamt,tore_gesamt,punkte_gesamt,tabellenfuehrer,tabellenfuehrer_punkte,quelle
15423,HK Krefeld-Grenzland,HK Krefeld-Grenzland,10,Bezirksklasse / Kreisklasse / Regionsklasse,BK Frauen,8,0,0,0,Adler Königshof 3F,0,handball.net
13447,Hamburger Handballverband,Hamburger Handballverband,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Frauen (251),9,0,0,0,ETV Hamburg V,0,handball.net
12993,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Frauen Mitte,10,0,0,0,HSG 24109 II,0,handball.net
12991,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Frauen Nord A,9,1,45,2,HSG Südtondern III,2,handball.net
12992,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Frauen Nord B,10,0,0,0,DHK Flensborg IV,0,handball.net
12994,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse Frauen Süd,10,2,97,4,Lübecker SV GUT HEIL V. 1876 III,2,handball.net
13294,Handballkreis Bielefeld-Herford,Handballkreis Bielefeld-Herford,10,Bezirksklasse / Kreisklasse / Regionsklasse,Frauen Kreisklasse,9,0,0,0,CVJM Rödinghausen,0,handball.net
12688,Handballkreis Gütersloh,Handballkreis Gütersloh,10,Bezirksklasse / Kreisklasse / Regionsklasse,HBKGT Frauen 1. Kreisklasse,12,0,0,0,HSG Rietberg-Mastholte II,0,handball.net
14350,Handballkreis Industrie,Handballkreis Industrie,10,Bezirksklasse / Kreisklasse / Regionsklasse,HKI-W-Kreisklasse,7,0,0,0,ETG Recklinghausen 1912/32 E.V. II,0,handball.net
13022,Handballkreis Minden-Lübbecke,Handballkreis Minden-Lübbecke,10,Bezirksklasse / Kreisklasse / Regionsklasse,HBKML Frauen Kreisklasse,10,0,0,0,HCE Bad Oeynhausen e.V. II,0,handball.net
13230,Handballkreis Münsterland,Handballkreis Münsterland,10,Bezirksklasse / Kreisklasse / Regionsklasse,Kreisklasse 1 Münsterland Frauen,10,0,0,0,HSG Ascheberg/Drensteinf.,0,handball.net
13550,Handballverband SAAR,Handballverband SAAR,10,Bezirksklasse / Kreisklasse / Regionsklasse,A-Liga Frauen Staffel Ost,6,0,0,0,HSG Bliesgau 2,0,handball.net
13033,Handballverband SAAR,Handballverband SAAR,10,Bezirksklasse / Kreisklasse / Regionsklasse,A-Liga Frauen Staffel West,5,0,0,0,HC St. Johann,0,handball.net
12791,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,10,Bezirksklasse / Kreisklasse / Regionsklasse,KK (DO+HA) - Frauen,12,0,0,0,DJK Normannia Dortmund,0,handball.net
15932,HK Krefeld-Grenzland,HK Krefeld-Grenzland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,2. BK Frauen,8,0,0,0,ASV Rurtal Hückelhoven II,0,handball.net
13234,Handballkreis Münsterland,Handballkreis Münsterland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Kreisklasse 2 Münsterland Frauen Staffel 1,11,0,0,0,DHG Ammeloe/Ellewick II,0,handball.net
13235,Handballkreis Münsterland,Handballkreis Münsterland,11,2. Bezirksklasse / 2. Kreisklasse / 2. Regionsklasse,Kreisklasse 2 Münsterland Frauen Staffel 2,10,0,0,0,HSG Preussen/Bor. Münster II,0,handball.net
